t,h,s,v,vs,altitude,vertical_rate,groundspeed,fuel_burn,co2,fuel_burn_h2,co2_h2,co2_savings
2260,10911.84,468304.27995231503,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2270,10911.84,470608.8637849763,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2280,10911.84,472913.4476176376,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2290,10911.84,475218.0314502988,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2300,10911.84,477522.61528296,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2310,10911.84,479827.1991156213,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2320,10911.84,482131.78294828255,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2330,10911.84,484436.36678094376,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2340,10911.84,486740.950613605,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2350,10911.84,489045.53444626625,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2360,10911.84,491350.1182789275,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2370,10911.84,493654.70211158873,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2380,10911.84,495959.28594424995,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2390,10911.84,498263.8697769112,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2400,10911.84,500568.4536095725,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2410,10911.84,502873.0374422337,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2420,10911.84,505177.6212748949,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2430,10911.84,507482.2051075562,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2440,10911.84,509786.78894021746,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2450,10911.84,512091.3727728787,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2460,10911.84,514395.9566055399,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2470,10911.84,516700.54043820116,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2480,10911.84,519005.12427086243,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2490,10911.84,521309.70810352365,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2500,10911.84,523614.29193618486,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2510,10911.84,525918.8757688461,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2520,10911.84,528223.4596015074,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2530,10911.84,530528.0434341687,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2540,10911.84,532832.6272668298,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2550,10911.84,535137.2110994911,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2560,10911.84,537441.7949321524,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2570,10911.84,539746.3787648135,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2580,10911.84,542050.9625974748,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2590,10911.84,544355.5464301361,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2600,10911.84,546660.1302627972,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2610,10911.84,548964.7140954585,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2620,10911.84,551269.2979281198,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2630,10911.84,553573.8817607809,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2640,10911.84,555878.4655934421,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2650,10911.84,558183.0494261034,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2660,10911.84,560487.6332587646,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2670,10911.84,562792.2170914258,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2680,10911.84,565096.800924087,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2690,10911.84,567401.3847567482,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2700,10911.84,569705.9685894095,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2710,10911.84,572010.5524220706,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2720,10911.84,574315.1362547318,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2730,10911.84,576619.7200873931,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2740,10911.84,578924.3039200543,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2750,10911.84,581228.8877527155,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2760,10911.84,583533.4715853767,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2770,10911.84,585838.0554180379,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2780,10911.84,588142.6392506992,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2790,10911.84,590447.2230833604,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2800,10911.84,592751.8069160215,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2810,10911.84,595056.3907486828,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2820,10911.84,597360.974581344,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2830,10911.84,599665.5584140052,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2840,10911.84,601970.1422466664,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2850,10911.84,604274.7260793276,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2860,10911.84,606579.3099119889,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2870,10911.84,608883.8937446501,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2880,10911.84,611188.4775773112,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2890,10911.84,613493.0614099725,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2900,10911.84,615797.6452426338,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2910,10911.84,618102.2290752949,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2920,10911.84,620406.8129079561,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2930,10911.84,622711.3967406173,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2940,10911.84,625015.9805732786,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2950,10911.84,627320.5644059398,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2960,10911.84,629625.1482386009,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2970,10911.84,631929.7320712622,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2980,10911.84,634234.3159039235,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2990,10911.84,636538.8997365846,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3000,10911.84,638843.4835692458,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3010,10911.84,641148.067401907,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3020,10911.84,643452.6512345683,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3030,10911.84,645757.2350672295,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3040,10911.84,648061.8188998906,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3050,10911.84,650366.4027325519,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3060,10911.84,652670.9865652132,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3070,10911.84,654975.5703978743,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3080,10911.84,657280.1542305355,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3090,10911.84,659584.7380631968,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3100,10911.84,661889.321895858,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3110,10911.84,664193.9057285192,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3120,10911.84,666498.4895611804,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3130,10911.84,668803.0733938416,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3140,10911.84,671107.6572265029,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3150,10911.84,673412.241059164,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3160,10911.84,675716.8248918252,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3170,10911.84,678021.4087244865,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3180,10911.84,680325.9925571478,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3190,10911.84,682630.5763898089,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3200,10911.84,684935.1602224701,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3210,10911.84,687239.7440551313,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3220,10911.84,689544.3278877926,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3230,10911.84,691848.9117204538,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3240,10911.84,694153.4955531149,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3250,10911.84,696458.0793857762,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3260,10911.84,698762.6632184375,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3270,10911.84,701067.2470510986,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3280,10911.84,703371.8308837598,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3290,10911.84,705676.414716421,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3300,10911.84,707980.9985490823,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3310,10911.84,710285.5823817435,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3320,10911.84,712590.1662144046,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3330,10911.84,714894.7500470659,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3340,10911.84,717199.3338797272,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3350,10911.84,719503.9177123883,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3360,10911.84,721808.5015450495,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3370,10911.84,724113.0853777108,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3380,10911.84,726417.669210372,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3390,10911.84,728722.2530430332,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3400,10911.84,731026.8368756943,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3410,10911.84,733331.4207083556,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3420,10911.84,735636.0045410169,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3430,10911.84,737940.588373678,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3440,10911.84,740245.1722063392,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3450,10911.84,742549.7560390005,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3460,10911.84,744854.3398716617,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3470,10911.84,747158.9237043229,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3480,10911.84,749463.507536984,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3490,10911.84,751768.0913696453,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3500,10911.84,754072.6752023066,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3510,10911.84,756377.2590349677,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3520,10911.84,758681.8428676289,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3530,10911.84,760986.4267002902,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3540,10911.84,763291.0105329514,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3550,10911.84,765595.5943656126,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3560,10911.84,767900.1781982738,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3570,10911.84,770204.762030935,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3580,10911.84,772509.3458635963,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3590,10911.84,774813.9296962575,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3600,10911.84,777118.5135289186,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3610,10911.84,779423.0973615799,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3620,10911.84,781727.6811942412,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3630,10911.84,784032.2650269023,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3640,10911.84,786336.8488595635,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3650,10911.84,788641.4326922247,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3660,10911.84,790946.016524886,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3670,10911.84,793250.6003575472,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3680,10911.84,795555.1841902083,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3690,10911.84,797859.7680228696,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3700,10911.84,800164.3518555309,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3710,10911.84,802468.935688192,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3720,10911.84,804773.5195208532,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3730,10911.84,807078.1033535145,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3740,10911.84,809382.6871861757,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3750,10911.84,811687.271018837,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3760,10911.84,813991.8548514983,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3770,10911.84,816296.4386841595,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3780,10911.84,818601.0225168208,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3790,10911.84,820905.6063494821,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3800,10911.84,823210.1901821434,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3810,10911.84,825514.7740148046,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3820,10911.84,827819.3578474659,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3830,10911.84,830123.9416801272,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3840,10911.84,832428.5255127884,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3850,10911.84,834733.1093454497,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3860,10911.84,837037.693178111,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3870,10911.84,839342.2770107723,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3880,10911.84,841646.8608434335,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3890,10911.84,843951.4446760948,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
3900,10911.84,846256.0285087561,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
