t,h,s,v,vs,altitude,vertical_rate,groundspeed,fuel_burn,co2,fuel_burn_h2,co2_h2,co2_savings
460,4120.8,66331.49208038297,183.06971495808259,8.43,13519,1659,355,6.702904106966723,21.181176978014847,2.681161642786689,8.472470791205938,12.708706186808909
470,4205.1,68162.1892299638,183.81517249303343,8.43,13796,1659,357,6.757603527728728,21.35402714762278,2.7030414110914913,8.541610859049113,12.812416288573667
480,4289.400000000001,70000.34095489413,184.56454479885295,8.43,14072,1659,358,6.812814239361559,21.52849299638253,2.725125695744624,8.611397198553012,12.917095797829516
490,4373.700000000001,71845.98640288266,185.3178518319517,8.43,14349,1659,360,6.868541241521843,21.704590323209025,2.7474164966087375,8.68183612928361,13.022754193925415
500,4458.000000000001,73699.16492120217,186.0751135669825,8.43,14625,1659,361,6.924789577793088,21.882335065826158,2.769915831117235,8.752934026330463,13.129401039495695
510,4542.300000000001,75559.916056872,186.83634999464442,8.43,14902,1659,363,6.981564335864253,22.061743301331042,2.7926257343457017,8.824697320532417,13.237045980798625
520,4626.600000000001,77428.27955681844,187.60158111944074,8.43,15179,1659,364,7.0388706477028204,22.242831246740913,2.8155482590811283,8.897132498696365,13.345698748044548
530,4710.9000000000015,79304.29536801284,188.3708269573839,8.43,15455,1659,366,7.096713689721735,22.425615259520683,2.838685475888694,8.970246103808273,13.45536915571241
540,4795.200000000002,81188.00363758668,189.14410753365243,8.43,15732,1659,367,7.155098682940375,22.610111838091587,2.86203947317615,9.044044735236634,13.566067102854953
550,4879.500000000002,83079.4447129232,189.9214428801962,8.43,16008,1659,369,7.214030893139125,22.796337622319633,2.88561235725565,9.118535048927855,13.677802573391778
560,4963.800000000002,84978.65914172516,190.70285303329138,8.43,16285,1659,370,7.2735156310074265,22.98430939398347,2.9094062524029707,9.193723757593387,13.790585636390082
570,5048.100000000002,86885.68767205808,191.4883580310442,8.43,16562,1659,372,7.333558252285075,23.174044077220838,2.93342330091403,9.269617630888336,13.904426446332502
580,5132.400000000002,88800.57125236852,192.27797791084137,8.43,16838,1659,373,7.394164157896402,23.36555873895263,2.957665663158561,9.346223495581054,14.019335243371575
590,5216.700000000003,90723.35103147694,193.07173270674983,8.43,17115,1659,375,7.455338794077331,23.558870589284368,2.9821355176309328,9.423548235713747,14.13532235357062
600,5301.000000000003,92654.06835854443,193.8696424468647,8.43,17391,1659,376,7.517087652495034,23.75399698188431,3.006835060998014,9.501598792753724,14.252398189130586
610,5385.300000000003,94592.76478301309,194.6717271506023,8.43,17668,1659,378,7.579416270359709,23.950955414336683,3.0317665081438836,9.580382165734672,14.37057324860201
620,5469.600000000003,96539.48205451912,195.47800682594146,8.43,17944,1659,379,7.642330230528564,24.149763528470263,3.056932092211426,9.659905411388106,14.489858117082157
630,5553.900000000003,98494.26212277853,196.28850146661154,8.43,18221,1659,381,7.705835161601593,24.350439110661036,3.082334064640637,9.740175644264413,14.610263466396622
640,5638.2000000000035,100457.14713744464,197.10323104922665,8.43,18498,1659,383,7.7699367380089654,24.55300009210833,3.1079746952035863,9.821200036843333,14.731800055264998
650,5722.500000000004,102428.17944793691,197.9222155303653,8.43,18774,1659,384,7.8346406800896755,24.757464549083377,3.1338562720358705,9.90298581963335,14.854478729450026
660,5806.800000000004,104407.40160324056,198.74547484359647,8.43,19051,1659,386,7.899952754161329,24.9638507031498,3.1599811016645316,9.98554028125992,14.978310421889878
670,5891.100000000004,106394.85635167653,199.5730288964525,8.43,19327,1659,387,7.965878772580854,25.1721769213555,3.1863515090323418,10.068870768542201,15.1033061528133
680,5975.400000000004,108390.58664064105,200.40489756734593,8.43,19604,1659,389,8.032424593795684,25.38246171639436,3.2129698375182736,10.152984686557746,15.229477029836614
690,6059.700000000004,110394.63561631451,201.24110070243128,8.43,19880,1659,391,8.099596122385218,25.59472374673729,3.2398384489540875,10.237889498694917,15.356834248042373
700,6144.000000000005,112407.04662333883,202.0816581124153,8.43,20157,1659,392,8.167399309092623,25.80898181673269,3.2669597236370493,10.323592726693077,15.485389090039613
710,6228.300000000005,114427.86320446298,202.92658956930964,8.43,20434,1659,394,8.23584015084621,26.025254876674023,3.294336060338484,10.41010195066961,15.615152926004413
720,6312.600000000005,116457.12910015607,203.77591480312879,8.43,20710,1659,396,8.3049246907704,26.243562022834467,3.3219698763081604,10.497424809133788,15.74613721370068
730,6396.900000000005,118494.88824818736,204.62965349853505,8.43,20987,1659,397,8.374659018186104,26.46392249746809,3.349863607274442,10.585568998987236,15.878353498480854
740,6481.200000000005,120541.1847831727,205.4878252914271,8.43,21263,1659,399,8.445049268600012,26.68635568877604,3.3780197074400053,10.674542275510417,16.01181341326562
750,6565.5000000000055,122596.06303608698,206.35044976547456,8.43,21540,1659,401,8.51610162368273,26.910881130837428,3.406440649473092,10.764352452334972,16.146528678502456
760,6649.800000000006,124659.56753374173,207.21754644859777,8.43,21816,1659,402,8.587822311235357,27.137518503503728,3.4351289244941428,10.855007401401492,16.282511102102234
770,6734.100000000006,126731.74299822771,208.08913480939373,8.43,22093,1659,404,8.660217605144409,27.366287632256334,3.4640870420577636,10.946515052902534,16.4197725793538
780,6818.400000000006,128812.63434632165,208.9652342535055,8.43,22370,1659,406,8.733293825324488,27.597208488025384,3.4933175301297954,11.038883395210155,16.55832509281523
790,6902.700000000006,130902.28668885671,209.84586411994113,8.43,22646,1659,407,8.80705733764896,27.830301186970715,3.522822935059584,11.132120474788286,16.698180712182427
800,6987.000000000006,133000.74533005612,210.73104367733427,8.43,22923,1659,409,8.881514553867714,28.065585990221976,3.5526058215470857,11.226234396088792,16.839351594133184
810,7071.300000000007,135108.05576682946,211.62079212015604,8.43,23199,1659,411,8.95667193151246,28.303083303579374,3.5826687726049844,11.321233321431752,16.981849982147622
820,7155.600000000007,137224.26368803103,212.5151285648692,8.43,23476,1659,413,9.032535973788576,28.542813677171903,3.6130143895154307,11.417125470868761,17.125688206303142
830,7239.900000000007,139349.41497367973,213.41407204603166,8.43,23752,1659,414,9.10911322945376,28.784797805073882,3.643645291781504,11.513919122029554,17.27087868304433
840,7324.200000000007,141483.55569414003,214.31764151234856,8.43,24029,1659,416,9.18641029268311,29.02905652487863,3.674564117073244,11.611622609951452,17.41743391492718
850,7408.500000000007,143626.7321092635,215.22585582266967,8.43,24306,1659,418,9.264433802920118,29.275610817227577,3.7057735211680476,11.710244326891031,17.565366490336544
860,7492.8000000000075,145778.9906674902,216.1387337419367,8.43,24582,1659,420,9.343190444713564,29.52448180529486,3.7372761778854255,11.809792722117946,17.714689083176914
870,7577.100000000008,147940.37800490958,217.05629393708082,8.43,24859,1659,421,9.422686947540086,29.775690754226673,3.7690747790160346,11.91027630169067,17.865414452536
880,7661.400000000008,150110.9409442804,217.97855497286744,8.43,25135,1659,423,9.50293008561188,30.02925907053354,3.801172034244752,12.011703628213418,18.017555442320123
890,7745.700000000008,152290.72649400905,218.90553530769355,8.43,25412,1659,425,9.583926677669576,30.28520830143586,3.8335706710678306,12.114083320574345,18.171124980861514
900,7830.000000000008,154479.78184708598,219.8372532893347,8.43,25688,1659,427,9.665683586759823,30.54356013416104,3.8662734347039294,12.217424053664418,18.326136080496624
910,7914.300000000008,156678.15437997933,220.77372715064496,8.43,25965,1659,429,9.748207719997486,30.80433639519206,3.899283087998995,12.321734558076825,18.482601837115233
920,7998.600000000009,158885.89165148578,221.71497500520806,8.43,26242,1659,430,9.831506028312006,31.06755904946594,3.932602411324803,12.427023619786377,18.640535429679566
930,8082.900000000009,161103.04140153786,222.66101484294452,8.43,26518,1659,432,9.915585506177994,31.33325019952246,3.9662342024711976,12.533300079808985,18.799950119713476
940,8167.200000000009,163329.6515499673,223.6118645256714,8.43,26795,1659,434,10.000453191329443,31.601432084601043,4.0001812765317775,12.640572833840418,18.960859250760628
950,8251.50000000001,165565.770195224,224.56754178261727,8.43,27071,1659,436,10.086116164457511,31.872127079685736,4.034446465783005,12.748850831874297,19.12327624781144
960,8335.800000000008,167811.44561305016,225.52806420589562,8.43,27348,1659,438,10.172581548891717,32.145357694497825,4.069032619556687,12.85814307779913,19.287214616698694
970,8420.100000000008,170066.72625510913,226.49344924593524,8.43,27625,1659,440,10.259856510264209,32.4211465724349,4.103942604105684,12.968458628973961,19.452687943460937
980,8504.400000000007,172331.66074756847,227.46371420686933,8.43,27901,1659,442,10.347948256156867,32.6995164894557,4.139179302462747,13.07980659578228,19.619709893673424
990,8588.700000000006,174606.29788963718,228.43887624188375,8.43,28178,1659,444,10.436864035730938,32.98049035290977,4.174745614292376,13.192196141163908,19.78829421174586
1000,8673.000000000005,176890.68665205603,229.41895234852984,8.43,28454,1659,445,10.526611139339401,33.26409120031251,4.2106444557357605,13.305636480125004,19.958454720187504
1010,8757.300000000005,179184.8761755413,230.40395936399688,8.43,28731,1659,447,10.617196898121266,33.550342198063206,4.246878759248506,13.42013687922528,20.130205318837923
1020,8841.600000000004,181488.91576918127,231.39391396035177,8.43,29007,1659,449,10.708628683578137,33.83926664010691,4.283451473431255,13.535706656042768,20.303559984064144
1030,8925.900000000003,183802.8549087848,232.38883263974142,8.43,29284,1659,451,10.800913907132351,34.13088794653823,4.320365562852941,13.652355178615293,20.478532767922935
1040,9010.200000000003,186126.74323518222,233.38873172956656,8.43,29561,1659,453,10.894060019667117,34.42522966214809,4.357624007866847,13.770091864859237,20.65513779728885
1050,9094.500000000002,188460.63055247787,234.39362737762082,8.43,29837,1659,455,10.988074511047792,34.722315454911026,4.395229804419117,13.88892618196441,20.83338927294662
1060,9178.800000000001,190804.56682625407,235.40353554720411,8.43,30114,1659,457,11.08296490962476,35.02216911441424,4.433185963849904,14.008867645765697,21.013301468648542
1070,9263.1,193158.6021817261,236.07483579894247,5.28,30390,1039,458,11.14626561949953,35.22219935761852,4.4585062477998125,14.088879743047409,21.133319614571114
1080,9315.9,195519.35053971552,235.8970445875532,5.28,30563,1039,458,11.129483129028415,35.16916668772979,4.451793251611366,14.067666675091917,21.101500012637874
1090,9368.699999999999,197878.32098559107,235.7191192771314,5.28,30737,1039,458,11.1127006385573,35.11613401784107,4.44508025542292,14.046453607136428,21.069680410704642
1100,9421.499999999998,200235.51217836238,235.5410595637859,5.28,30910,1039,457,11.095918148086188,35.063101347952355,4.438367259234475,14.025240539180942,21.037860808771413
1110,9474.299999999997,202590.92277400024,235.36286514247604,5.28,31083,1039,457,11.079135657615073,35.01006867806363,4.431654263046029,14.004027471225454,21.006041206838177
1120,9527.099999999997,204944.551425425,235.18453570700558,5.28,31256,1039,457,11.062353167143957,34.9570360081749,4.424941266857583,13.982814403269963,20.97422160490494
1130,9579.899999999996,207296.39678249505,235.00607095001655,5.28,31430,1039,456,11.045570676672845,34.904003338286195,4.418228270669139,13.961601335314478,20.94240200297172
1140,9632.699999999995,209646.4574919952,234.82747056298302,5.28,31603,1039,456,11.028788186201732,34.85097066839747,4.411515274480693,13.94038826735899,20.910582401038482
1150,9685.499999999995,211994.73219762504,234.6487342362048,5.28,31776,1039,456,11.012005695730615,34.79793799850874,4.404802278292246,13.9191751994035,20.878762799105246
1160,9738.299999999994,214341.2195399871,234.46986165880148,5.28,31949,1039,455,10.995223205259501,34.74490532862003,4.3980892821038005,13.89796213144801,20.846943197172017
1170,9791.099999999993,216685.91815657512,234.29085251870575,5.28,32123,1039,455,10.978440714788388,34.691872658731306,4.391376285915356,13.876749063492523,20.81512359523878
1180,9843.899999999992,219028.82668176218,234.11170650265734,5.28,32296,1039,455,10.961658224317274,34.63883998884259,4.38466328972691,13.855535995537036,20.783303993305555
1190,9896.699999999992,221369.94374678875,233.93242329619636,5.28,32469,1039,454,10.94487573384616,34.58580731895387,4.377950293538464,13.834322927581546,20.751484391372323
1200,9949.49999999999,223709.2679797507,233.75300258365715,5.28,32642,1039,454,10.928093243375045,34.532774649065146,4.371237297350018,13.813109859626058,20.719664789439086
1210,10002.29999999999,226046.79800558728,233.57344404816152,5.28,32815,1039,454,10.91131075290393,34.47974197917642,4.364524301161572,13.791896791670569,20.68784518750585
1220,10055.09999999999,228382.5324460689,233.3937473716125,5.28,32989,1039,453,10.894528262432816,34.4267093092877,4.357811304973127,13.77068372371508,20.65602558557262
1230,10107.899999999989,230716.469919785,233.21391223468748,5.28,33162,1039,453,10.877745771961704,34.37367663939899,4.351098308784682,13.749470655759595,20.624205983639392
1240,10160.699999999988,233048.6090421319,233.03393831683175,5.28,33335,1039,452,10.86096328149059,34.32064396951027,4.344385312596237,13.728257587804109,20.592386381706163
1250,10213.499999999987,235378.94842530022,232.85382529625184,5.28,33508,1039,452,10.844180791019475,34.26761129962154,4.33767231640779,13.707044519848617,20.560566779772927
1260,10266.299999999987,237707.48667826274,232.67357284990877,5.28,33682,1039,452,10.82739830054836,34.21457862973282,4.330959320219344,13.68583145189313,20.52874717783969
1270,10319.099999999986,240034.22240676184,232.49318065351127,5.28,33855,1039,451,10.810615810077246,34.1615459598441,4.324246324030899,13.66461838393764,20.496927575906458
1280,10371.899999999985,242359.15421329695,232.31264838150906,5.28,34028,1039,451,10.793833319606135,34.10851328995539,4.317533327842454,13.643405315982154,20.465107973973236
1290,10424.699999999984,244682.28069711203,232.13197570708584,5.28,34201,1039,451,10.77705082913502,34.05548062006666,4.310820331654008,13.622192248026666,20.433288372039996
1300,10477.499999999984,247003.6004541829,231.95116230215257,5.28,34374,1039,450,10.760268338663906,34.002447950177945,4.304107335465562,13.600979180071176,20.401468770106767
1310,10530.299999999983,249323.11207720442,231.77020783734034,5.28,34548,1039,450,10.743485848192789,33.949415280289216,4.2973943392771154,13.579766112115685,20.36964916817353
1320,10583.099999999982,251640.81415557783,231.5891119819936,5.28,34721,1039,450,10.726703357721677,33.8963826104005,4.2906813430886706,13.558553044160199,20.337829566240302
1330,10635.899999999981,253956.70527539778,231.40787440416284,5.28,34894,1039,449,10.709920867250561,33.84334994051178,4.283968346900225,13.537339976204711,20.306009964307066
1340,10688.69999999998,256270.7840194394,231.2264947705977,5.28,35067,1039,449,10.69313837677945,33.79031727062306,4.27725535071178,13.516126908249225,20.274190362373837
1350,10741.49999999998,258583.04896714538,231.04497274673963,5.28,35241,1039,449,10.676355886308333,33.737284600734334,4.270542354523333,13.494913840293734,20.2423707604406
1360,10794.29999999998,260893.4986946128,230.86330799671498,5.28,35414,1039,448,10.659573395837217,33.684251930845605,4.263829358334887,13.473700772338244,20.21055115850736
1370,10847.099999999979,263202.13177457993,230.68150018332747,5.28,35587,1039,448,10.642790905366104,33.63121926095689,4.257116362146442,13.452487704382756,20.178731556574135
1380,10899.899999999978,265508.9467764132,230.49954896805102,5.28,35760,1039,448,10.626008414894992,33.578186591068174,4.250403365957997,13.43127463642727,20.146911954640906
1390,10952.699999999977,267813.9422660937,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1400,10952.699999999977,270117.1168062039,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1410,10952.699999999977,272420.29134631413,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1420,10952.699999999977,274723.46588642435,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1430,10952.699999999977,277026.6404265346,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1440,10952.699999999977,279329.8149666448,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1450,10952.699999999977,281632.989506755,230.3174540110223,0.0,35934,0,447,10.609225924423878,33.52515392117946,4.243690369769552,13.410061568471784,20.115092352707677
1450,10911.84,281632.989506755,230.45838326612338,0.0,35800,0,447,0.0,0.0,0.0,0.0,0.0
1460,10911.84,283937.57333941624,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1470,10911.84,286242.1571720775,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1480,10911.84,288546.7410047387,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1490,10911.84,290851.32483739994,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1500,10911.84,293155.9086700612,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1510,10911.84,295460.4925027224,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1520,10911.84,297765.07633538364,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1530,10911.84,300069.6601680449,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1540,10911.84,302374.2440007061,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1550,10911.84,304678.8278333674,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1560,10911.84,306983.4116660286,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1570,10911.84,309287.9954986898,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1580,10911.84,311592.5793313511,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1590,10911.84,313897.1631640123,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1600,10911.84,316201.7469966735,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1610,10911.84,318506.3308293348,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1620,10911.84,320810.914661996,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1630,10911.84,323115.4984946572,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1640,10911.84,325420.0823273185,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1650,10911.84,327724.6661599797,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1660,10911.84,330029.249992641,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1670,10911.84,332333.8338253022,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1680,10911.84,334638.4176579634,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1690,10911.84,336943.0014906247,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1700,10911.84,339247.5853232859,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1710,10911.84,341552.16915594717,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1720,10911.84,343856.7529886084,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1730,10911.84,346161.3368212696,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1740,10911.84,348465.92065393087,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1750,10911.84,350770.5044865921,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1760,10911.84,353075.0883192533,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1770,10911.84,355379.6721519145,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1780,10911.84,357684.2559845757,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1790,10911.84,359988.839817237,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1800,10911.84,362293.4236498982,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1810,10911.84,364598.0074825594,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1820,10911.84,366902.5913152207,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1830,10911.84,369207.1751478819,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1840,10911.84,371511.7589805431,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1850,10911.84,373816.34281320433,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1860,10911.84,376120.92664586555,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1870,10911.84,378425.5104785268,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1880,10911.84,380730.09431118803,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1890,10911.84,383034.67814384925,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1900,10911.84,385339.2619765105,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1910,10911.84,387643.84580917173,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1920,10911.84,389948.42964183295,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1930,10911.84,392253.01347449416,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1940,10911.84,394557.5973071554,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1950,10911.84,396862.18113981665,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1960,10911.84,399166.76497247786,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1970,10911.84,401471.3488051391,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1980,10911.84,403775.93263780035,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
1990,10911.84,406080.51647046156,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2000,10911.84,408385.1003031228,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2010,10911.84,410689.684135784,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2020,10911.84,412994.2679684452,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2030,10911.84,415298.8518011065,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2040,10911.84,417603.43563376775,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2050,10911.84,419908.01946642896,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2060,10911.84,422212.6032990902,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2070,10911.84,424517.18713175145,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2080,10911.84,426821.7709644127,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2090,10911.84,429126.35479707393,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2100,10911.84,431430.93862973514,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2110,10911.84,433735.5224623964,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2120,10911.84,436040.1062950577,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2130,10911.84,438344.6901277189,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2140,10911.84,440649.2739603801,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2150,10911.84,442953.8577930414,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2160,10911.84,445258.44162570266,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2170,10911.84,447563.0254583639,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2180,10911.84,449867.6092910251,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2190,10911.84,452172.19312368636,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2200,10911.84,454476.77695634763,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2210,10911.84,456781.36078900885,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2220,10911.84,459085.94462167006,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2230,10911.84,461390.52845433133,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2240,10911.84,463695.1122869926,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
2250,10911.84,465999.6961196538,230.45838326612338,0.0,35800,0,447,10.622213283527085,33.56619397594559,4.248885313410834,13.426477590378235,20.139716385567354
